description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
~1 Magic Mask + 1 Jewel + Nef Rune + 1 Perfect Amethyst    Caster Helm	1				100	15				3	y01	"xsk,mag"	r06					useitem				JB-Total			-2	-2																					"xsk,crf"				regen-mana			4	10	mana			10	20	manasteal			1	4											r06																													0
~1 Magic Boots + 1 Jewel + Thul Rune + 1 Perfect Amethyst    Caster Boots	1				100	15				3	y01	"xlb,mag"	r06					useitem				JB-Total			-2	-2																					"xlb,crf"				regen-mana			4	10	mana			10	20	mana%			2	5											r06																													0
~1 Magic Leather Gloves + 1 Jewel + Ort Rune + 1 Perfect Amethyst    Caster Gloves	1				100	15				3	y01	"xlg,mag"	r06					useitem				JB-Total			-2	-2																					"xlg,crf"				regen-mana			4	10	mana			10	20	mana-kill			1	3											r06																													0
~1 Magic Light Belt + 1 Jewel + Ith Rune + 1 Perfect Amethyst    Caster Belt	1				100	15				3	y01	"zvb,mag"	r06					useitem				JB-Total			-2	-2																					"zvb,crf"				regen-mana			4	10	mana			10	20	cast1			5	10											r06																													0
~1 Magic Small Shield + 1 Jewel + 1 Eth Rune + 1 Perfect Amethyst    Caster Shield	1				100	15				3	y01	"xml,mag"	r06					useitem				JB-Total			-2	-2																					"xml,crf"				regen-mana			4	10	mana			10	20	block			5	10											r06																													0
~1 Magic Light Plate + 1 Jewel + 1 Tal Rune + 1 Perfect Amethyst    Caster Body	1				100	15				3	y01	"xtp,mag"	r06					useitem				JB-Total			-2	-2																					"xtp,crf"				regen-mana			4	10	mana			10	20	mana-kill			1	3											r06																													0
~1 Magic Crown + 1 Jewel + 1 Ith Rune + 1 Perfect Emerald    Safety Helm	1				100	15				3	y01	"xrn,mag"	r07					useitem				JB-Total			-2	-2																					"xrn,crf"				red-dmg			1	4	red-mag			1	2	res-ltng			5	10	ac%			10	30						r07																													0
~1 Magic Plated Boots + 1 Jewel + 1 Ort Rune + 1 Perfect Emerald    Safety Boots	1				100	15				3	y01	"xhb,mag"	r07					useitem				JB-Total			-2	-2																					"xhb,crf"				red-dmg			1	4	red-mag			1	2	res-fire			5	10	ac%			10	30						r07																													0
~1 Magic Gauntlets + 1 Jewel + 1 Ral Rune + 1 Perfect Emerald    Safety Gloves	1				100	15				3	y01	"xhg,mag"	r07					useitem				JB-Total			-2	-2																					"xhg,crf"				red-dmg			1	4	red-mag			1	2	res-cold			5	10	ac%			10	30						r07																													0
~1 Magic Sash + 1 Jewel + 1 Tal Rune + 1 Perfect Emerald    Safety Belt	1				100	15				3	y01	"zlb,mag"	r07					useitem				JB-Total			-2	-2																					"zlb,crf"				red-dmg			1	4	red-mag			1	2	res-pois			5	10	ac%			10	30						r07																													0
~1 Magic Kite Shield + 1 Jewel + 1 Nef Rune + 1 Perfect Emerald    Safety Shield	1				100	15				3	y01	"xit,mag"	r07					useitem				JB-Total			-2	-2																					"xit,crf"				red-dmg			1	4	red-mag			1	2	res-mag			5	10	ac%			10	30						r07																													0
~1 Magic Breast Plate + 1 Jewel + 1 Eth Rune + 1 Perfect Emerald    Safety Body	1				100	15				3	y01	"xrs,mag"	r07					useitem				JB-Total			-2	-2																					"xrs,crf"				red-dmg			1	4	red-mag			1	2	half-freeze			1	1	ac%			10	30						r07																													0
~1 Magic Mask + 1 Jewel + 1 Ith Rune + 1 Perfect Topaz    Magic Find Helm	1				100	15				3	y01	"usk,mag"	r03					useitem				JB-Total			-2	-2																					"usk,crf"				mag%		1	5	3	hp			10	7	manasteal			1	4											r03																													0
~1 Magic Heavy Boots + 1 Jewel + 1 Ral Rune + 1 Perfect Topaz    Magic Find Boots	1				100	15				3	y01	"uvb,mag"	r03					useitem				JB-Total			-2	-2																					"uvb,crf"				mag%		1	5	3	hp			10	7	mana%			2	5											r03																													0
~1 Magic Heavy Gloves + 1 Jewel + 1 Ort Rune + 1 Perfect Topaz    Magic Find Gloves	1				100	15				3	y01	"uvg,mag"	r03					useitem				JB-Total			-2	-2																					"uvg,crf"				mag%		1	5	3	hp			10	7	mana-kill			1	3											r03																													0
~1 Magic Sash + 1 Jewel + 1 Tal Rune + 1 Perfect Topaz    Magic Find Belt	1				100	15				3	y01	"ulc,mag"	r03					useitem				JB-Total			-2	-2																					"ulc,crf"				mag%		1	5	3	hp			10	7	cast1			5	10											r03																													0
~1 Magic Shield + 1 Jewel + 1 Eth Rune + 1 Perfect Topaz    Magic Find Shield	1				100	15				3	y01	"uml,mag"	r03					useitem				JB-Total			-2	-2																					"uml,crf"				mag%		1	5	3	hp			10	10	block			5	10											r03																													0
~1 Magic Light Plate + 1 Jewel + 1 Nef Rune + 1 Perfect Topaz    Magic Find Body	1				100	15				3	y01	"utp,mag"	r03					useitem				JB-Total			-2	-2																					"utp,crf"				mag%		1	20	3	hp			10	10	mana-kill			1	3											r03																													0
~1 Magic Full Helm + 1 Jewel + 1 Ith Rune + 1 Perfect Sapphire    Hit Power Helm	1				100	15				3	y01	"uhl,mag"	r04					useitem				JB-Total			-2	-2																					"uhl,crf"				gethit-skill		44	5	4	thorns			3	7	ac-miss			25	50											r04																													0
~1 Magic Chain Boots + 1 Jewel + 1 Ral Rune + 1 Perfect Sapphire    Hit Power Boots	1				100	15				3	y01	"umb,mag"	r04					useitem				JB-Total			-2	-2																					"umb,crf"				gethit-skill		44	5	4	thorns			3	7	ac-hth			25	60											r04																													0
~1 Magic Chain Gloves + 1 Jewel + 1 Ort Rune + 1 Perfect Sapphire    Hit Power Gloves	1				100	15				3	y01	"umg,mag"	r04					useitem				JB-Total			-2	-2																					"umg,crf"				gethit-skill		44	5	4	thorns			3	7	knock			1	1											r04																													0
~1 Magic Heavy Belt + 1 Jewel + 1 Tal Rune + 1 Perfect Sapphire    Hit Power Belt	1				100	15				3	y01	"utc,mag"	r04					useitem				JB-Total			-2	-2																					"utc,crf"				gethit-skill		44	5	4	thorns			3	7	dmg-to-mana			5	10											r04																													0
~1 Magic Gothic Shield + 1 Jewel + 1 Eth Rune + 1 Perfect Sapphire    Hit Power Shield	1				100	15				3	y01	"uts,mag"	r04					useitem				JB-Total			-2	-2																					"uts,crf"				gethit-skill		44	5	4	thorns			3	10	block			5	10											r04																													0
~1 Magic Field Plate + 1 Jewel + 1 Nef Rune + 1 Perfect Sapphire    Hit Power Body	1				100	15				3	y01	"uld,mag"	r04					useitem				JB-Total			-2	-2																					"uld,crf"				gethit-skill		44	5	4	thorns			3	10	balance1			10	20											r04																													0
~1 Magic Helm + 1 Jewel + 1 Ral Rune + 1 Perfect Ruby    Blood Helm	1				100	15				3	y01	"ulm,mag"	r05					useitem				JB-Total			-2	-2																					"ulm,crf"				lifesteal			1	3	hp			10	20	deadly			5	10											r05																													0
~1 Magic Light Plated Boots + 1 Jewel + 1 Eth Rune + 1 Perfect Ruby    Blood Boots	1				100	15				3	y01	"utb,mag"	r05					useitem				JB-Total			-2	-2																					"utb,crf"				lifesteal			1	3	hp			10	20	regen			5	10											r05																													0
~1 Magic Heavy Gloves + 1 Jewel + 1 Nef Rune + 1 Perfect Ruby    Blood Gloves	1				100	15				3	y01	"uvg,mag"	r05					useitem				JB-Total			-2	-2																					"uvg,crf"				lifesteal			1	3	hp			10	20	crush			5	10											r05																													0
~1 Magic Belt + 1 Jewel + 1 Tal Rune + 1 Perfect Ruby    Blood Belt	1				100	15				3	y01	"umc,mag"	r05					useitem				JB-Total			-2	-2																					"umc,crf"				lifesteal			1	3	hp			10	20	openwounds			5	10											r05																													0
~1 Magic Spiked Shield + 1 Jewel + 1 Ith Rune + 1 Perfect Ruby    Blood Shield	1				100	15				3	y01	"upk,mag"	r05					useitem				JB-Total			-2	-2																					"upk,crf"				lifesteal			1	3	hp			10	20	thorns			4	7											r05																													0
~1 Magic Plate Mail + 1 Jewel + 1 Thul Rune + 1 Perfect Ruby    Blood Body	1				100	15				3	y01	"ult,mag"	r05					useitem				JB-Total			-2	-2																					"ult,crf"				lifesteal			1	3	hp			10	20	demon-heal			1	3											r05																													0
~1 Magic Mask + 1 Jewel + Nef Rune + 1 Perfect Amethyst    Caster Helm	1				100	15				3	y01	"usk,mag"	r06					useitem				JB-Total			-2	-2																					"usk,crf"				regen-mana			4	10	mana			10	20	manasteal			1	4											r06																													0
~1 Magic Boots + 1 Jewel + Thul Rune + 1 Perfect Amethyst    Caster Boots	1				100	15				3	y01	"ulb,mag"	r06					useitem				JB-Total			-2	-2																					"ulb,crf"				regen-mana			4	10	mana			10	20	mana%			2	5											r06																													0
~1 Magic Leather Gloves + 1 Jewel + Ort Rune + 1 Perfect Amethyst    Caster Gloves	1				100	15				3	y01	"ulg,mag"	r06					useitem				JB-Total			-2	-2																					"ulg,crf"				regen-mana			4	10	mana			10	20	mana-kill			1	3											r06																													0
~1 Magic Light Belt + 1 Jewel + Ith Rune + 1 Perfect Amethyst    Caster Belt	1				100	15				3	y01	"uvc,mag"	r06					useitem				JB-Total			-2	-2																					"uvc,crf"				regen-mana			4	10	mana			10	20	cast1			5	10											r06																													0
~1 Magic Small Shield + 1 Jewel + 1 Eth Rune + 1 Perfect Amethyst    Caster Shield	1				100	15				3	y01	"uml,mag"	r06					useitem				JB-Total			-2	-2																					"uml,crf"				regen-mana			4	10	mana			10	20	block			5	10											r06																													0
~1 Magic Light Plate + 1 Jewel + 1 Tal Rune + 1 Perfect Amethyst    Caster Body	1				100	15				3	y01	"utp,mag"	r06					useitem				JB-Total			-2	-2																					"utp,crf"				regen-mana			4	10	mana			10	20	mana-kill			1	3											r06																													0
~1 Magic Crown + 1 Jewel + 1 Ith Rune + 1 Perfect Emerald    Safety Helm	1				100	15				3	y01	"urn,mag"	r07					useitem				JB-Total			-2	-2																					"urn,crf"				red-dmg			1	4	red-mag			1	2	res-ltng			5	10	ac%			10	30						r07																													0
~1 Magic Plated Boots + 1 Jewel + 1 Ort Rune + 1 Perfect Emerald    Safety Boots	1				100	15				3	y01	"uhb,mag"	r07					useitem				JB-Total			-2	-2																					"uhb,crf"				red-dmg			1	4	red-mag			1	2	res-fire			5	10	ac%			10	30						r07																													0
~1 Magic Gauntlets + 1 Jewel + 1 Ral Rune + 1 Perfect Emerald    Safety Gloves	1				100	15				3	y01	"uhg,mag"	r07					useitem				JB-Total			-2	-2																					"uhg,crf"				red-dmg			1	4	red-mag			1	2	res-cold			5	10	ac%			10	30						r07																													0
~1 Magic Sash + 1 Jewel + 1 Tal Rune + 1 Perfect Emerald    Safety Belt	1				100	15				3	y01	"ulc,mag"	r07					useitem				JB-Total			-2	-2																					"ulc,crf"				red-dmg			1	4	red-mag			1	2	res-pois			5	10	ac%			10	30						r07																													0
~1 Magic Kite Shield + 1 Jewel + 1 Nef Rune + 1 Perfect Emerald    Safety Shield	1				100	15				3	y01	"uit,mag"	r07					useitem				JB-Total			-2	-2																					"uit,crf"				red-dmg			1	4	red-mag			1	2	res-mag			5	10	ac%			10	30						r07																													0
~1 Magic Breast Plate + 1 Jewel + 1 Eth Rune + 1 Perfect Emerald    Safety Body	1				100	15				3	y01	"urs,mag"	r07					useitem				JB-Total			-2	-2																					"urs,crf"				red-dmg			1	4	red-mag			1	2	half-freeze			1	1	ac%			10	30						r07																													0
3 Thul Runes + 1 Chipped Topaz -> Amn Rune	1				100					4	"r10,qty=3"	gcy						r11																																																																																							0
3 Amn Runes + 1 Chipped Amethyst -> Sol Rune	1				100					4	"r11,qty=3"	gcv						r12																																																																																							0
3 Sol Runes + 1 Chipped Sapphire -> Shael Rune	1				100					4	"r12,qty=3"	gcb						r13																																																																																							0
3 Shael Runes + 1 Chipped Ruby -> Dol Rune	1				100					4	"r13,qty=3"	gcr						r14																																																																																							0
3 Dol Runes + 1 Chipped Emerald -> Hel Rune	1				100					4	"r14,qty=3"	gcg						r15																																																																																							0
3 Hel Runes + 1 Chipped Diamond -> Io Rune	1				100					4	"r15,qty=3"	gcw						r16																																																																																							0
3 Io Runes + 1 Flawed Topaz -> Lum Rune	1				100					4	"r16,qty=3"	gfy						r17																																																																																							0
3 Lum Runes + 1 Flawed Amethyst -> Ko Rune	1				100					4	"r17,qty=3"	gfv						r18																																																																																							0
3 Ko Runes + 1 Flawed Sapphire -> Fal Rune	1				100					4	"r18,qty=3"	gfb						r19																																																																																							0
3 Fal Runes + 1 Flawed Ruby -> Lem Rune	1				100					4	"r19,qty=3"	gfr						r20																																																																																							0
3 Lem Runes + 1 Flawed Emerald -> Pul Rune	1				100					4	"r20,qty=3"	gfg						r21																																																																																							0
2 Pul Runes + 1 Flawed Diamond -> Um Rune	1				100					3	"r21,qty=2"	gfw						r22																																																																																							0
2 Um Runes + 1 Standard Topaz -> Mal Rune	1				100					3	"r22,qty=2"	gsy						r23																																																																																							0
2 Mal Runes + 1 Standard Amethyst -> Ist Rune	1				100					3	"r23,qty=2"	gsv						r24																																																																																							0
2 Ist Runes + 1 Standard Sapphire -> Gul Rune	1				100					3	"r24,qty=2"	gsb						r25																																																																																							0
2 Gul Runes + 1 Standard Ruby -> Vex Rune	1				100					3	"r25,qty=2"	gsr						r26																																																																																							0
2 Vex Runes + 1 Standard Emerald -> Ohm Rune	1				100					3	"r26,qty=2"	gsg						r27																																																																																							0
2 Ohm Runes + 1 Standard Diamond -> Lo Rune	1				100					3	"r27,qty=2"	gsw						r28																																																																																							0
2 Lo Runes + 1 Flawless Topaz -> Sur Rune	1				100					3	"r28,qty=2"	gly						r29																																																																																							0
2 Sur Runes + 1 Flawless Amethyst -> Ber Rune	1				100					3	"r29,qty=2"	gzv						r30																																																																																							0
2 Ber Runes + 1 Flawless Sapphire -> Jah Rune	1				100					3	"r30,qty=2"	glb						r31																																																																																							0
2 Jah Runes + 1 Flawless Ruby -> Cham Rune	1				100					3	"r31,qty=2"	glr						r32																																																																																							0
