Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol		
brute3	25	brute2	brute4	1	Yeti	brute3		brute	Brute		YE	1													2	2		5	7	1	14	40	70	brute	brute	10	15	7	0			46				0	0	0	80	80	85	85	85	75																						1	1									1			1	1							1																														100	100	100	-50	-40	-33	105	30	10	10	30	10	10	30	10	10	90	10	75	50	30	30	173	10	2				10	10	10	5	146	236	84	121	58	101	95	115	129	95				580	840	340	120	280	480	380	440	560	400				510	720	420	720	570	660	840	600																																																Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
brute4	26	brute2	brute5	2	Crusher	brute4		brute	Brute		YE	1													2	3		6	8	2	29	48	79	brute	brute	10	15	7	0			46				0	0	0	85	85	90	75	75	65																						1	1									1			1	1							1																														100	100	100	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	75	50	30	75	173	10	2				19	19	19	5	143	231	84	120	62	101	93	108	139	93				580	840	340	120	280	480	380	440	560	400				510	720	420	720	570	660	840	600																																																Act 2 H2H C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
brute5	27	brute2	brute1	3	WailingBeast	brute5		brute	Brute		YE	1													3	4		6	8	1	35	53	84	brute	brute	10	15	7	0			46				0	0	0	90	90	95	60	60	50																						1	1									1			1	1							1																														100	100	100	-50	-40	-33	105	30	30	10	10	10	10	120	75	10	10	10	75	150	113	30	30	10	2				23	23	23	5	142	230	85	121	61	107	92	114	141	92				580	840	340	120	280	480	380	440	560	400				510	720	420	720	570	660	840	600						A1				15	30	70		15	120	200																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
brute1	28	brute2		4	GargantuanBeast	brute1		brute	Brute		YE	1													1	1		4	6	1	3	36	68	brute	brute	10	15	7	0			46				0	0	0	100	100	100	45	45	35																						1	1									1			1	1							1																														100	100	100	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	75	50	30	30	150	10	2				4	4	4	5	129	215	84	121	67	101	101	101	134	101				580	840	340	120	280	480	380	440	560	400				510	720	420	720	570	660	840	600																																																Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0		
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1		sandraider	SandRaider		SR	1													2	3		6	8	1	20	43	74	sandraider	sandraider	10	15	7	0			46	40	40	40	70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40	30	30	10	10	10	10	10	30	10	10	10	10	38	50	150	75	30	50	2				25	25	25	5	136	211	84	117	67	101	175	110	140	180	80	100	250	540	720	440	130	260	440	700	440	560	720	2880	3600	480	660	780	390	660	1050	660	840	1080	480	600	80	100	250	S1	100	130		100	240	300		100	560	720																																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													2	4		6	8	1	26	46	77	sandraider	sandraider	10	15	7	0			46	45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40	30	30	10	10	10	10	10	30	10	10	10	10	38	50	75	30	150	50	2				32	32	32	5	134	212	84	117	64	101	175	110	140	180	80	100	250	540	720	440	130	260	440	700	440	560	720	2880	3600	480	660	780	390	660	1050	660	840	1080	480	600	80	100	250	S1	100	130	75	100	240	300	75	100	560	720	75																															Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													3	4		7	9	1	27	47	78	sandraider	sandraider	10	15	7	0			46	50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40	30	30	10	10	10	10	10	30	10	10	10	10	38	50	165	75	30	50	2				34	34	34	5	135	211	84	117	67	92	176	110	140	180	80	100	250	540	720	440	130	260	440	700	440	560	720	2880	3600	480	660	780	390	660	1050	660	840	1080	480	600	80	100	250	S1	100	130		100	240	300		100	560	720																																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													3	5		7	9	1	36	53	81	sandraider	sandraider	10	15	7	0			46	55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40	30	30	10	10	10	10	10	30	10	10	10	10	38	50	75	30	165	50	2				44	44	44	5	135	211	85	116	63	94	176	110	140	180	80	100	250	540	720	440	130	260	440	700	440	560	720	2880	3600	480	660	780	390	660	1050	660	840	1080	480	600	80	100	250	S1	100	130	75	100	240	300	75	100	560	720	75																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													4	5		8	10	1	39	59	84	sandraider	sandraider	10	15	7	0			46	60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40	30	30	10	10	10	10	10	30	10	10	10	10	38	50	173	75	30	50	2				48	48	48	5	134	210	84	123	65	95	176	110	140	180	80	100	250	540	720	440	130	260	440	700	440	560	720	2880	3600	480	660	780	390	660	1050	660	840	1080	480	600	80	100	250	S1	100	130		100	240	300		100	560	720																																Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0		
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									15	7	0			46																																																																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									15	7	0			46																																																																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									15	7	0			46																																																																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									15	7	0			46																																																																																											30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2																																																																																																																				0		
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													1	2		6	8	1	11	38	75	wraith	wraith	10	15	7	0			46	50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20	105	10	10	10	75	45	30	10	10	10	90	150	300	30	30	75	113	2				8	8	8	5	83	165	84	93	61	121	94							260	360	520	105	240	420	380							780	630	360	630	570									A1	60	100		40	200	400		40	800	1200																																Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													1	3		7	9	1	15	41	71	wraith	wraith	10	15	7	0			46	60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20	105	10	10	10	75	60	30	10	10	10	90	150	300	30	30	90	113	2				11	11	11	5	87	173	84	92	58	115	91							260	360	520	105	240	420	380							780	630	360	630	570									A1	57	100		45	200	400		45	800	1200																																Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													2	3		7	9	1	29	48	79	wraith	wraith	10	15	7	0			46	70	80	80	8	6	4	80	85	90																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20	105	10	10	10	75	75	30	10	10	10	90	150	300	30	30	305	113	2				19	19	19	5	86	173	84	92	62	101	93							260	360	520	105	240	420	380							780	630	360	630	570									A1	38	69		50	200	400		50	800	1200																																Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													2	4		8	10	1	30	49	80	wraith	wraith	10	15	7	0			46	80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20	105	10	10	10	75	90	30	10	10	10	90	150	300	30	30	113	113	2				20	20	20	5	86	172	85	93	62	108	93							260	360	520	105	240	420	380							780	630	360	630	570									A1	46	84		60	200	400		60	800	1200																																Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													3	4		9	11	1	33	51	81	wraith	wraith	10	15	7	0			46	90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20	105	10	10	10	75	113	30	10	10	10	90	150	300	30	30	120	113	2				22	22	22	5	85	172	85	93	65	108	94							260	360	520	105	240	420	380							780	630	360	630	570									A1	50	107		70	200	400		70	800	1200																																Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR	1													2	3		6	8	2	3	36	67	corruptrogue	corruptrogue	10	15	7	0			46	60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	50	50	150	30	2				12	12	12	5	58	101	84	78	34	101	101							240	400	380	95	220	440	520							570	570	330	660	780																																																			Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0		
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR	1													2	4		7	11	2	8	38	68	corruptrogue	corruptrogue	10	15	7	0			46	70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	50	50	173	30	2				18	18	18	5	62	101	84	78	51	126	91							240	400	380	95	220	440	520							570	570	330	660	780																																																			Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR	1													3	4		7	13	2	12	39	69	corruptrogue	corruptrogue	10	15	7	0			46	80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1						CountessFirewall	A1	10																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	50	50	173	30	2				25	25	25	5	67	112	84	79	51	117	95							240	400	380	95	220	440	520							570	570	330	660	780																																																			Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR	1													3	5		8	16	2	14	40	70	corruptrogue	corruptrogue	10	15	7	0			46	90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	50	50	173	30	2				33	33	33	5	66	111	84	79	43	115	95							240	400	380	95	220	440	520							570	570	330	660	780																																																			Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR	1													4	5		9	16	1	35	53	84	corruptrogue	corruptrogue	10	15	7	0			46	99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33	20	20	10	10	10	10	30	30	10	10	10	10	60	50	50	50	173	30	2				40	40	40	5	65	107	85	78	47	121	92							240	400	380	95	220	440	520							570	570	330	660	780																																																			Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		BB	1													1	2		8	16	1	27	47	78	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	50	50	30	150	75	38	2				18	18	18	5	108	151	84	96	51	151	92	51	151	92				360	540	440	110	200	520	480	200	440	520				660	660	300	780	720	300	660	780																																																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		BB	1													1	3		8	16	1	27	55	83	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	50	50	30	150	75	38	2				18	18	18	5	108	151	84	96	51	151	92	51	151	92				360	540	440	110	200	520	480	200	440	520				660	660	300	780	720	300	660	780																																																Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		BB	1													2	3		8	17	1	32	49	79	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	68	50	30	158	75	38	2				21	21	21	5	107	151	85	97	51	151	94	51	151	94				360	540	440	110	200	520	480	200	440	520				660	660	300	780	720	300	660	780																																																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		BB	1													2	4		8	17	1	33	52	80	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	68	50	30	158	75	38	2				22	22	22	5	107	151	85	96	51	158	94	51	158	94				360	540	440	110	200	520	480	200	440	520				660	660	300	780	720	300	660	780																																																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		BB	1													3	4		8	18	1	36	53	81	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	165	75	38	2				24	24	24	5	107	151	85	97	51	151	92	51	151	92				360	540	440	110	200	520	480	200	440	520				660	660	300	780	720	300	660	780																																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	1													1	2		6	8	1	6	37	68	goatman	goatman	10	15	7	0			46	75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	30	150	10	2				5	5	5	5	110	137	51	91	76	126	89							400	520	240	90	300	520	340							360	540	450	780	510																																																			Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0		
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	1													1	3		7	9	1	9	38	69	goatman	goatman	10	15	7	0			46	75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	165	30	10	2				7	7	7	5	114	141	51	91	81	141	93							400	520	240	90	280	500	340							360	540	420	750	510									A1				15	20	150		20	60	340																																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	1													2	3		8	10	1	11	38	75	goatman	goatman	10	15	7	0			46	75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	75	50	150	30	30	10	2				8	8	8	5	112	136	51	91	81	161	94							400	520	240	90	260	480	340							360	540	390	720	510									A1				20	60	100		25	160	280																																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0		
goatman4	56	goatman1	goatman5	3	HellClan	goatman4		goatman	Goatman		GM	1													3	4		10	12	1	29	48	79	goatman	goatman	10	15	7	0			46	75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33	30	30	60	10	10	10	10	30	105	10	10	10	75	50	165	30	30	10	2				19	19	19	5	116	143	51	90	70	147	93							400	520	240	90	260	480	340							360	540	390	720	510									A1				25	60	100		30	160	280																																Act 2 H2H C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5		goatman	Goatman		GM	1													2	4		9	11	1	15	40	70	goatman	goatman	10	15	7	0			46	75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33	30	30	30	10	10	10	10	100	75	10	10	10	75	300	113	30	30	10	2				11	11	11	5	119	146	51	91	72	158	91							400	520	240	90	300	520	340							360	540	450	780	510																																																			Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
